"nome", "sobrenome", "email", "datanascimento", "genero", "tiposanguineo", "endereco", "cidade", "estado", "cep","cpf", "frkPlanoSaude"
"Giovanna", "Goncalves", "GiovannaCardosoGoncalves@gustr.com", "11/27/1960", "F", "O+", "Travessa Sururina 1717", "S�o Paulo", "SP", "05397-030","91405272201", "345"
"Manuela", "Cavalcanti", "ManuelaDiasCavalcanti@dayrep.com", "11/15/1977", "F", "B+", "Rua Raimundo Aguido Ferreira 136", "Sabar�", "MG", "34518-090","79772613590", "389"
"Luana", "Azevedo", "LuanaLimaAzevedo@cuvox.de", "9/3/1998", "F", "O+", "Rua Santa Maria 309", "Cariacica", "ES", "29145-360","20783594402", "145"
"Felipe", "Silva", "FelipeMartinsSilva@dayrep.com", "6/21/1934", "M", "O+", "Rua Paulino Garcia 458", "Caucaia", "CE", "61605-350","63048087630", "231"
"Lavinia", "Fernandes", "LaviniaOliveiraFernandes@armyspy.com", "7/16/1969", "F", "A+", "Rua Ac�cio Baeta 403", "Ita�na", "MGF", "35681-143","76551478417", "345"
"Felipe", "Barbosa", "FelipeGomesBarbosa@rhyta.com", "2/11/1963", "M", "O+", "Rua Jos� Murilo do Amaral e Almeida Prado 1270", "Ja�", "SP", "17208-210","64841666508", "323"
"Beatrice", "Silva", "BeatriceAzevedoSilva@cuvox.de@g.com", "8/9/1958", "F", "O+", "Pra�a Tamandar� 42", "Rio Grande", "RS", "96200-130","53576314920", "112"
"Guilherme", "Cunha", "GuilhermePereiraCunha@teleworm.us", "9/21/1934", "M", "O+", "Rua Santo Agostinho 1962", "Itaja�", "SC", "88310-200","86833616590", "956"
"Matheus", "Rocha", "MatheusCardosoRocha@dayrep.com", "4/20/1960", "M", "O+", "Beco Ilha da Madeira 1007", "Vit�ria", "ES", "29050-033","89805029743", "389"
"F�bio", "Lima", "FabioFerreiraLima@superrito.com", "6/9/1993", "M", "O+", "Rua Francisco Alves Ramalho 208", "Campina Grande", "PB", "58105-166","72386732231", "98"
"Nicolas", "Martins", "NicolasLimaMartins@teleworm.us", "11/29/1997", "M", "B+", "Rua Tri�ngulo 1822", "Campina Grande", "PB", "58105-158","91811331700", "45"
"Mariana", "Martins", "MarianaRodriguesMartins@superrito.com", "2/11/1992", "F", "B+", "Rua Osvaldo Cruz 119", "S�o Paulo", "SP", "05503-150","57769423309", "98"
"Isabela", "Cunha", "IsabelaAraujoCunha@einrot.com@g.com", "4/30/1985", "F", "A+", "Rua RB - 016 695", "Brusque", "SC", "88350-758","03105946500", "345"
"Aline", "Silva", "AlineAzevedoSilva@teleworm.us", "1/4/1937", "F", "AB+", "Travessa Floriano Salinas 1932", "Castanhal", "PA", "68745-380","74221909730", "323"
"Melissa", "Cardoso", "MelissaAzevedoCardoso@dayrep.com", "1/10/1990", "F", "A+", "Rua Ernesto Constante Belussi 736", "Campinas", "SP", "13056-268","19381144850", "112"
"Isabela", "Carvalho", "IsabelaCavalcantiCarvalho@superrito.com@g.com", "3/17/2004", "F", "A+", "Avenida Bar�o de Mau� 367", "Mau�", "SP", "09340-440","48724314560", "895"
"Livia", "Castro", "LiviaDiasCastro@gustr.com", "12/2/1987", "F", "O+", "Rua Abelardo Barbosa 1792", "Salvador", "BA", "41213-610","96028702145", "389"
"Igor", "Fernandes", "IgorAlmeidaFernandes@rhyta.com", "12/3/1953", "M", "O+", "Rua Ernesto Barreto 957", "Campinas", "SP", "13043-000","13423331526", "345"
"Luana", "Pinto", "LuanaMeloPinto@cuvox.de", "5/6/1997", "F", "O-", "Rua 12 1964", "Fortaleza", "CE", "60743-120","82914247990", "389"
"Tiago", "Gomes", "TiagoFernandesGomes@cuvox.de", "1/30/1995", "M", "O-", "Rua Araraquara 48", "Feira de Santana", "BA", "44040-050","21351562304", "98"
"Vit�r", "Cardoso", "VitorAlvesCardoso@armyspy.com", "11/7/1966", "M", "O+", "Rua Pinheiro Machado 1473", "Caxias do Sul", "RS", "95020-170","94133442300", "895"
"Yasmin", "Araujo", "YasminCastroAraujo@einrot.com", "11/22/1987", "F", "O+", "Rua Coronel Gerv�sio Annes 1300", "Passo Fundo", "RS", "99036-190","78263066980", "323"
"Luan", "Ferreira", "LuanSilvaFerreira@einrot.com", "2/5/2003", "M", "O+", "Rua das Araras 1220", "Salto", "SP", "13329-331","87798687700", "45"
"Emilly", "Ribeiro", "EmillyCavalcantiRibeiro@cuvox.de", "7/5/1985", "F", "O-", "Rua Jo�o Romano 689", "Guarulhos", "SP", "07196-030","68071129631", "345"
"Igor", "Melo", "IgorSantosMelo@armyspy.com", "8/2/1965", "M", "O+", "Rua 34 129", "Barretos", "SP", "14787-043","31340906198", "986"
"Leonardo", "Alves", "LeonardoCastroAlves@jourrapide.com", "2/15/1986", "M", "B+", "Rua Cotegipe 1111", "Belo Horizonte", "MG", "31035-050","98060977180", "323"
"Lu�s", "Almeida", "LuisBarbosaAlmeida@rhyta.com", "10/13/1977", "M", "O+", "Rua Ana Cristina 1140", "Ananindeua", "PA", "67033-680","73494615268", "91"
"Tom�s", "Martins", "TomasLimaMartins@jourrapide.com", "11/2/1955", "M", "A+", "Rua Jos� Soares Dumont 1924", "Belo Horizonte", "MG", "31270-680","34810401723", "389"
"Vit�r", "Cunha", "VitorCorreiaCunha@gustr.com", "3/12/1984", "M", "B+", "Rua Vinte e Tr�s 211", "Uberl�ndia", "MG", "38412-734","27957536182", "91"
"Vit�ria", "Melo", "VitoriaCastroMelo@teleworm.us", "12/29/1978", "F", "O+", "Rua Benedita Andreatti Alc�ntara 1447", "S�o Paulo", "SP", "04914-030","97773978875", "389"
"Mariana", "Martins", "MarianaPintoMartins@jourrapide.com", "9/3/1949", "F", "O+", "Avenida Waldemar Alves 1392", "Ara�atuba", "SP", "16075-235","26481884446", "122"
"Julieta", "Cardoso", "JulietaGoncalvesCardoso@superrito.com", "11/21/1942", "F", "A+", "Rua Suzano Guedes de Siqueira 1733", "Guaratinguet�", "SP", "12520-410","38693113470", "122"
"Yasmin", "Lima", "YasminFerreiraLima@rhyta.com", "11/8/1966", "F", "O+", "Pra�a Padre Bento Dias Pacheco 1284", "Sumar�", "SP", "13171-111","31181235677", "986"
"Murilo", "Rocha", "MuriloPereiraRocha@einrot.com", "10/20/1992", "M", "B+", "Rua Tr�s 455", "Viam�o", "RS", "94430-430","76895242147", "895"
"Ant�nio", "Carvalho", "AntonioSousaCarvalho@rhyta.com", "2/9/1961", "M", "A+", "Rua Farjalla Koraicho 360", "S�o Paulo", "SP", "04321-130","78816828927", "956"
"�gatha", "Silva", "AgathaGomesSilva@einrot.com", "7/21/1939", "F", "O+", "Rua Pajussara 270", "Recife", "PE", "50920-120","27784142315", "112"
"Isabela", "Barbosa", "IsabelaLimaBarbosa@rhyta.com@g.com", "5/11/1976", "F", "B+", "Rua Graciano Vargem Alegre 417", "Campo Grande", "MS", "79044-590","19359793884", "98"
"Bruna", "Fernandes", "BrunaSouzaFernandes@cuvox.de", "4/16/1954", "F", "A+", "Pra�a Sete de Setembro 67", "Ara�atuba", "SP", "16072-450","21125202882", "986"
"Vinicius", "Cunha", "ViniciusAlmeidaCunha@cuvox.de", "7/24/1993", "M", "B-", "Rua Jos� Rodrigues de Ara�jo 781", "Petrolina", "PE", "56330-410","93467473660", "98"
"Nicolash", "Dias", "NicolashCastroDias@armyspy.com", "5/31/1980", "M", "B+", "Rua Tr�s 175", "Araguari", "MG", "38442-206","81911083210", "231"
"Gustavo", "Dias", "GustavoBarrosDias@armyspy.com", "2/8/1998", "M", "O+", "Rua Vieira Ravasco 475", "S�o Paulo", "SP", "01518-030","85253053590", "231"
"Nicole", "Barros", "NicoleCarvalhoBarros@rhyta.com", "12/18/1947", "F", "O-", "Rua Conceta Maria Ruta 1383", "Mogi das Cruzes", "SP", "08725-160","25816396870", "895"
"Luiza", "Almeida", "LuizaSantosAlmeida@jourrapide.com", "1/11/1955", "F", "A-", "Avenida Armando Fajardo 252", "Jo�o Monlevade", "MG", "35931-073","61215313632", "956"
"Kaua", "Pinto", "KauaRibeiroPinto@gustr.com", "6/7/1956", "M", "O+", "Rua Ramos Costa 1667", "S�o Gon�alo", "RJ", "24436-310","70784964343", "45"
"Emilly", "Almeida", "EmillyRochaAlmeida@dayrep.com", "8/12/1972", "F", "O+", "Rua Oito 1535", "Par� de Minas", "MG", "35660-140","50732664551", "956"
"Lu�s", "Martins", "LuisPintoMartins@cuvox.de", "5/15/1993", "M", "O+", "Rua Mission�rio Daniel Berg 1957", "Natal", "RN", "59062-220","80336457090", "91"
"Vit�r", "Santos", "VitorCarvalhoSantos@armyspy.com", "12/14/1951", "M", "O-", "Rua SD 56", "Cuiab�", "MT", "78060-018","07954763536", "956"
"T�nia", "Sousa", "TaniaPereiraSousa@gustr.com", "2/27/1938", "F", "O-", "Rua Jo�o de Deus Oliveira 1341", "Alvorada", "RS", "94810-290","13499142236", "895"
"Pedro", "Carvalho", "PedroBarrosCarvalho@cuvox.de", "10/30/1999", "M", "A+", "Rua Guaranysdos 372", "Itapecerica da Serra", "SP", "06850-275","35481764377", "956"
"Bruno", "Almeida", "BrunoBarbosaAlmeida@rhyta.com", "11/7/1970", "M", "AB+", "Servid�o Luiz Anversa 56", "Joinville", "SC", "89205-110","05690775835", "895"
"Laura", "Ferreira", "LauraGomesFerreira@einrot.com", "2/2/1977", "F", "O+", "Quadra QN 403 Bloco B 1406", "Samambaia", "DF", "72319-542","00343795922", "112"
"Kaua", "Pereira", "KauaPintoPereira@cuvox.de", "9/21/1940", "M", "B+", "Rua Anella Wrublewski Berbeka 1918", "Curitiba", "PR", "82860-040","24255490210", "345"
"Gabrielle", "Cavalcanti", "GabrielleFernandesCavalcanti@superrito.com", "4/26/1958", "F", "O+", "Rua Manoel Oliver Cuevas 8", "Len��is Paulista", "SP", "18685-130","04882914883", "389"
"Thiago", "Fernandes", "ThiagoAlmeidaFernandes@teleworm.us", "8/26/1978", "M", "B+", "Rua Ilha do Governador 1311", "Volta Redonda", "RJ", "27210-375","28381504139", "122"
"Estevan", "Santos", "EstevanPereiraSantos@dayrep.com", "8/6/1952", "M", "O-", "Escada Papa Le�o XIII 800", "Vit�ria", "ES", "29016-410","18308147291", "986"
"Cau�", "Rocha", "CauaCunhaRocha@superrito.com", "4/7/1951", "M", "B+", "Travessa A 1178", "V�rzea Grande", "MT", "78150-346","44527687093", "231"
"Ana", "Correia", "AnaRibeiroCorreia@cuvox.de", "7/13/1965", "F", "A+", "Rua Farinha Filho 405", "Nova Friburgo", "RJ", "28610-280","88403801912", "956"
"Douglas", "Gomes", "DouglasAlmeidaGomes@cuvox.de", "12/2/1999", "M", "A+", "Rua Marc�nio Costa 1733", "Campo Grande", "MS", "79052-292","43970581214", "91"
"Julieta", "Pinto", "JulietaBarbosaPinto@rhyta.com", "10/9/1935", "F", "A+", "Travessa as Rosas n�o Falam 1444", "Rio de Janeiro", "RJ", "22763-270","14787916084", "986"
"Kai", "Cardoso", "KaiCorreiaCardoso@einrot.com", "10/26/1990", "M", "B+", "Rua Independ�ncia 442", "Salvador", "BA", "40387-190","04318726606", "112"
"Carla", "Gomes", "CarlaAraujoGomes@fleckens.hu", "4/12/1978", "F", "O+", "Avenida Jos� Maria Moreira 717", "Sorocaba", "SP", "18025-400","35757297867", "895"
"Martim", "Cardoso", "MartimSouzaCardoso@cuvox.de", "8/16/1948", "M", "B+", "Rua Coronel Serafim Fagundes 925", "Cruz Alta", "RS", "98020-090","15124310014", "389"
"Diego", "Lima", "DiegoAlmeidaLima@armyspy.com", "7/20/2001", "M", "O+", "Rua Colina 1702", "Campo Grande", "MS", "79040-210","41103515292", "45"
"Vin�cius", "Cardoso", "ViniciusOliveiraCardoso@jourrapide.com", "12/6/1996", "M", "B+", "Rua Jo�o Goulart 1674", "S�o Paulo", "SP", "05543-045","38935519642", "112"
"Camila", "Pereira", "CamilaRochaPereira@fleckens.hu", "4/15/2001", "F", "B+", "Rua Berilo 1534", "Osasco", "SP", "06286-270","19880745094", "145"
"Andr�", "Cardoso", "AndreSouzaCardoso@einrot.com", "10/9/1952", "M", "B+", "Setor SMHN 1896", "Bras�lia", "DF", "70710-100","91705209840", "122"
"Isabella", "Rocha", "IsabellaCostaRocha@gustr.com", "11/8/1952", "F", "B+", "Quadra EQNM 08/10 Bloco F 1217", "Ceil�ndia", "DF", "72210-546","64469068896", "112"
"Felipe", "Azevedo", "FelipeAlvesAzevedo@dayrep.com", "9/4/1936", "M", "AB+", "Rua Setenta 275", "Belo Horizonte", "MG", "31655-130","80443912157", "98"
"Paulo", "Melo", "PauloCastroMelo@jourrapide.com", "1/30/1967", "M", "O+", "Passagem S�o Pedro 1907", "Bel�m", "PA", "66075-290","18113562907", "345"
"Eduardo", "Fernandes", "EduardoSouzaFernandes@teleworm.us", "5/12/1975", "M", "A+", "Rua das A�ucenas 821", "Londrina", "PR", "86050-570","73373952484", "323"
"Kauan", "Barbosa", "KauanMartinsBarbosa@gustr.com", "4/16/1972", "M", "B+", "Rua H 541", "Recife", "PE", "50920-833","44337737430", "45"
"Enzo", "Souza", "EnzoSousaSouza@jourrapide.com", "4/9/1962", "M", "O+", "Rua Conde de S�o Jo�o 1042", "Betim", "MG", "32553-400","35153370402", "323"
"Igor", "Castro", "IgorSantosCastro@fleckens.hu", "5/22/1953", "M", "B+", "Rua Rosa Rosalino Izidoro 1577", "Crici�ma", "SC", "88817-260","12414193611", "345"
"Danilo", "Carvalho", "DaniloCardosoCarvalho@einrot.com", "5/26/1955", "M", "B+", "Rua Rosarita Fleury 72", "Aparecida de Goi�nia", "GO", "74990-390","90291810608", "389"
"Bianca", "Castro", "BiancaMartinsCastro@teleworm.us", "3/22/1997", "F", "A+", "Rua Guatemala 248", "Boa Vista", "RR", "69314-220","75271917592", "323"
"Eduardo", "Goncalves", "EduardoMartinsGoncalves@fleckens.hu", "3/14/1947", "M", "O+", "Avenida 3 592", "Barretos", "SP", "14781-600","64472360462", "231"
"Cau�", "Almeida", "CauaCardosoAlmeida@teleworm.us", "4/24/1982", "M", "O+", "Travessa F 673", "Bel�m", "PA", "66918-140","98077929087", "956"
"Estevan", "Azevedo", "EstevanGoncalvesAzevedo@jourrapide.com", "2/8/1983", "M", "O+", "Rua Jornalista Jo�o Pancardes 1644", "Barra Mansa", "RJ", "27330-800","79351494616", "45"
"Leila", "Barbosa", "LeilaSilvaBarbosa@cuvox.de", "3/14/1989", "F", "A+", "Rua Jos� Lemos Garcia 1082", "Uberl�ndia", "MG", "38401-108","77289745728", "112"
"Julian", "Cavalcanti", "JulianRodriguesCavalcanti@einrot.com", "6/30/1983", "M", "O-", "Rua Frederico Rene de Jaegher 1546", "S�o Paulo", "SP", "04826-000","99226701512", "323"
"Raissa", "Sousa", "RaissaBarbosaSousa@gustr.com", "9/12/1946", "F", "O+", "Rua Bom Retiro 1609", "Macei�", "AL", "57015-230","55844443756", "91"
"Ot�vio", "Melo", "OtavioOliveiraMelo@dayrep.com", "3/25/1993", "M", "A+", "Rua Dom Id�lio Jos� Soares 74", "Campinas", "SP", "13091-580","62442261197", "389"
"Martim", "Ferreira", "MartimPintoFerreira@superrito.com", "12/8/1964", "M", "A+", "Rua S�o Joaquim do Monte 585", "Olinda", "PE", "53320-541","60984098704", "145"
"Gabriel", "Costa", "GabrielSantosCosta@dayrep.com", "1/17/1995", "M", "O+", "Rua da Aroeira 382", "Catal�o", "GO", "75712-820","71548706051", "112"
"Mariana", "Barbosa", "MarianaFernandesBarbosa@teleworm.us", "3/10/2001", "F", "A+", "Vila Barbosa 530", "Natal", "RN", "59035-430","76317148600", "323"
"Marina", "Rodrigues", "MarinaSantosRodrigues@armyspy.com", "10/25/1971", "F", "A+", "Rua 9 785", "An�polis", "GO", "75074-080","70004927168", "345"
"Caio", "Rodrigues", "CaioLimaRodrigues@fleckens.hu", "3/28/1944", "M", "A+", "Rua 123 823", "Goi�nia", "GO", "74093-040","92811627413", "98"
"Anna", "Rocha", "AnnaSilvaRocha@teleworm.us", "2/27/2004", "F", "A+", "Rua Cedro 1178", "Serra", "ES", "29171-300","89637162364", "112"
"Kau�", "Dias", "KauePereiraDias@dayrep.com", "4/23/2004", "M", "A+", "Rua Elias Budib 1539", "Campo Grande", "MS", "79035-050","58544626726", "956"
"Diego", "Pereira", "DiegoMeloPereira@cuvox.de", "8/19/1946", "M", "O+", "Rua Sebastiana Capp 806", "Campinas", "SP", "13057-412","66122401994", "956"
"Daniel", "Fernandes", "DanielAlvesFernandes@rhyta.com", "3/25/1993", "M", "O-", "Rua Professor Jos� Freitas de Andrade 1895", "Aracaju", "SE", "49035-680","02272931936", "231"
"Andr�", "Silva", "AndreBarrosSilva@superrito.com", "12/6/1988", "M", "B+", "Rua Ant�nio Oliveira Fernandes 738", "Campinas", "SP", "13044-085","68204097450", "345"
"Lara", "Melo", "LaraPintoMelo@rhyta.com", "3/25/1957", "F", "A+", "Rua Padre Jos� Maur�cio 1573", "Santa B�rbara D'Oeste", "SP", "13451-007","32115463919", "986"
"Rebeca", "Rodrigues", "RebecaAzevedoRodrigues@superrito.com", "12/3/1949", "F", "A+", "Rua Parisi 1436", "Recife", "PE", "50790-470","06321322482", "345"
"Raissa", "Carvalho", "RaissaSouzaCarvalho@cuvox.de", "10/30/1990", "F", "O+", "Rua Jo�o Gimenez 772", "Limeira", "SP", "13487-270","36232429427", "145"
"Renan", "Santos", "RenanAlvesSantos@armyspy.com", "4/9/2002", "M", "O+", "Alameda Bermudas 484", "Salvador", "BA", "41600-280","91389853225", "956"
"Julia", "Souza", "JuliaCunhaSouza@jourrapide.com", "6/14/1934", "F", "B+", "Rua Afr�sio Jos� A. de Jesus 661", "Santa Rita", "PB", "58303-265","07042247006", "145"
"Vinicius", "Pinto", "ViniciusMartinsPinto@fleckens.hu", "3/26/1966", "M", "B-", "Rua F�lix Gaspar 232", "Jequi�", "BA", "45200-350","83980837513", "231"
"Beatriz", "Azevedo", "BeatrizCardosoAzevedo@jourrapide.com", "3/23/1936", "F", "A-", "Avenida L-1 602", "Barretos", "SP", "14787-050","49720583070", "45"
"Tha�s", "Santos", "ThaisAlmeidaSantos@armyspy.com", "7/16/2003", "F", "O+", "Rua Miguel Cortese 1036", "Araraquara", "SP", "14808-247","22523974894", "389"
"Gustavo", "Martins", "GustavoAraujoMartins@fleckens.hu", "6/12/1985", "M", "O+", "Pra�a Tenente Jos� Tancler 1350", "Indaiatuba", "SP", "13333-100","23902968583", "956"
"Amanda", "Correia", "AmandaCavalcantiCorreia@cuvox.de", "4/11/1990", "F", "A+", "Rua Doutor Arnulfo Lins e Silva 52", "Olinda", "PE", "53010-450","77601942341", "122"
"Vit�ria", "Goncalves", "VitoriaOliveiraGoncalves@fleckens.hu", "6/21/1988", "F", "A+", "Quadra QE 44 Conjunto R 1962", "Guar�", "DF", "71070-187","81813351716", "345"
"Andr�", "Rocha", "AndreSouzaRocha@dayrep.com", "3/5/1935", "M", "O+", "Rua Mecanizada Nove Mil Novecentos e Noventa e Um 1537", "S�o Vicente", "SP", "11390-590","26043863219", "389"
"Leila", "Azevedo", "LeilaCavalcantiAzevedo@teleworm.us", "3/15/1968", "F", "O+", "Rua dos Trabalhadores 1636", "Cariacica", "ES", "29147-700","07616002994", "231"
"Tiago", "Melo", "TiagoCarvalhoMelo@jourrapide.com", "6/15/1977", "M", "A-", "Rua Ituiutaba 875", "Goi�nia", "GO", "74815-140","02005669970", "122"
"Kau�", "Goncalves", "KauaLimaGoncalves@cuvox.de", "9/28/1976", "M", "A-", "Rua Nove 1282", "Cruzeiro", "SP", "12730-260","52946246302", "345"
"Rafael", "Cardoso", "RafaelSantosCardoso@gustr.com", "12/2/1968", "M", "B+", "Pra�a das Tribos 309", "Ipatinga", "MG", "35162-133","14049245159", "112"
"Vitoria", "Costa", "VitoriaRochaCosta@einrot.com", "1/21/1945", "F", "B+", "Alameda Can�rias 368", "Bel�m", "PA", "66020-015","44490465602", "986"
"Bianca", "Souza", "BiancaFernandesSouza@jourrapide.com", "10/27/1959", "F", "A+", "Rua Carbureto 882", "Belford Roxo", "RJ", "26183-840","87937096845", "323"
"Evelyn", "Cardoso", "EvelynRochaCardoso@armyspy.com", "4/8/1971", "F", "O-", "Rua Everton Coelho 1088", "Aracaju", "SE", "49072-240","84601330521", "389"
"Emilly", "Goncalves", "EmillyBarbosaGoncalves@armyspy.com", "8/24/1954", "F", "A+", "Rua Treze 1140", "Campinas", "SP", "13067-108","98668058320", "323"
"Gabrielly", "Costa", "GabriellyMeloCosta@teleworm.us", "9/17/1971", "F", "A-", "Rua Sebasti�o dos Santos 1326", "Araras", "SP", "13601-364","74076719409", "345"
"Gabriel", "Carvalho", "GabrielCostaCarvalho@gustr.com", "11/5/1949", "M", "O+", "Rua Ant�nio Coit� Filho 1801", "Barreiras", "BA", "47802-420","16442003337", "389"
"Beatrice", "Ribeiro", "BeatriceFerreiraRibeiro@dayrep.com@g.com", "11/24/1979", "F", "B+", "Rua Engenheiro Arrojado Lisboa 385", "Japeri", "RJ", "26415-110","38617826185", "389"
"Giovanna", "Melo", "GiovannaSouzaMelo@teleworm.us", "10/8/1990", "F", "O+", "Rua Dagoberto Leitner 1595", "Curitiba", "PR", "82640-600","76341083246", "231"
"Vit�r", "Sousa", "VitorCorreiaSousa@einrot.com", "9/10/1957", "M", "A+", "Rua Heriberto Frias 1709", "S�o Paulo", "SP", "04416-310","16272730853", "122"
"Enzo", "Rodrigues", "EnzoSilvaRodrigues@superrito.com", "8/29/1952", "M", "B+", "Rua 20 1249", "Fortaleza", "CE", "60823-490","89631997707", "323"
"J�lio", "Ribeiro", "JulioFernandesRibeiro@armyspy.com", "7/19/1962", "M", "O+", "Vila Lopes 1340", "Salvador", "BA", "40279-860","88872181968", "145"
"Sophia", "Barros", "SophiaRibeiroBarros@einrot.com", "9/8/1986", "F", "B+", "Avenida Padre Beltrano 250", "Montes Claros", "MG", "39400-380","43824898144", "895"
"�gatha", "Fernandes", "AgathaAzevedoFernandes@jourrapide.com", "12/16/2000", "F", "B+", "Rua Bruno Zabala 1177", "S�o Paulo", "SP", "08250-590","17074985805", "323"
"Melissa", "Pinto", "MelissaRodriguesPinto@teleworm.us", "8/10/1988", "F", "B+", "Rua Igua� 1161", "Recife", "PE", "52110-330","07262328581", "389"
"Sofia", "Barbosa", "SofiaRibeiroBarbosa@einrot.com", "2/11/1944", "F", "B+", "Rua Delson Cruz 1368", "Salvador", "BA", "41210-005","97376433481", "389"
"Mariana", "Pereira", "MarianaMeloPereira@einrot.com", "6/23/1959", "F", "A+", "Rua General Almada 733", "Castro", "PR", "84172-410","83866592388", "145"
"Marina", "Castro", "MarinaRodriguesCastro@jourrapide.com", "7/20/1964", "F", "A+", "Avenida Perimetral 116", "Jata�", "GO", "75800-001","93981860390", "45"
"Aline", "Pereira", "AlineCavalcantiPereira@einrot.com", "7/8/1985", "F", "O+", "Quadra 9 952", "Planaltina de Goi�s", "GO", "73751-309","95231617687", "986"
"Livia", "Costa", "LiviaRibeiroCosta@fleckens.hu", "1/2/1936", "F", "O-", "Rua Jo�o Batista Negro 235", "S�o Caetano do Sul", "SP", "09580-580","08424024702", "389"
"Leonor", "Rocha", "LeonorBarrosRocha@fleckens.hu", "7/27/1963", "F", "A+", "Rua Santos 1250", "Porto Velho", "RO", "78918-010","73553121386", "98"
"Gabriela", "Souza", "GabrielaAlmeidaSouza@jourrapide.com", "5/3/1995", "F", "O+", "Pra�a Doutor Francisco Palma Travassos 1870", "Ribeir�o Preto", "SP", "14091-179","02414232951", "98"
"Ana", "Carvalho", "AnaRochaCarvalho@rhyta.com", "3/27/1976", "F", "B+", "Rua Artur Quellini 1235", "S�o Paulo", "SP", "04195-100","91360767169", "956"
"Gabrielle", "Ribeiro", "GabrielleOliveiraRibeiro@rhyta.com", "3/3/1944", "F", "A+", "Pra�a In�cio Fonseca 1100", "Belo Horizonte", "MG", "30480-170","18605416408", "345"
"Melissa", "Silva", "MelissaAlmeidaSilva@gustr.com", "6/27/1998", "F", "B-", "Rua P�ricles de Freitas 609", "Cap�o Bonito", "SP", "18304-010","96565151296", "45"
"Bianca", "Gomes", "BiancaLimaGomes@superrito.com", "11/29/1958", "F", "A+", "Rua Mato Grosso 852", "Passo Fundo", "RS", "99070-200","00210766930", "45"
"Ana", "Souza", "AnaCarvalhoSouza@dayrep.com", "5/24/1943", "F", "A+", "Rua Boa Viagem 1994", "S�o Bernardo do Campo", "SP", "09857-170","69135276916", "956"
"Julia", "Goncalves", "JuliaAlmeidaGoncalves@rhyta.com", "5/20/1960", "F", "A+", "Passagem S�o Jos� 26", "Bel�m", "PA", "66023-550","89020861624", "323"
"Let�cia", "Carvalho", "LeticiaCostaCarvalho@rhyta.com", "10/16/1957", "F", "O+", "Rua Camila de Freitas 1910", "Caruaru", "PE", "55036-715","10936208627", "986"
"Vinicius", "Rocha", "ViniciusCastroRocha@fleckens.hu", "1/14/1965", "M", "A+", "Rua Rosa Cruz 102", "Maring�", "PR", "87060-380","48064672945", "389"
"Ana", "Barros", "AnaOliveiraBarros@cuvox.de", "7/4/1999", "F", "A+", "Rua Wander Rocha Vargas 290", "Belo Horizonte", "MG", "31812-090","82780228601", "91"
"Diogo", "Souza", "DiogoSantosSouza@dayrep.com", "1/24/1996", "M", "B+", "Rua Yoshio Tanji 1540", "S�o Jos� do Rio Preto", "SP", "15043-190","54142723600", "98"
"Laura", "Carvalho", "LauraFerreiraCarvalho@jourrapide.com", "1/14/1986", "F", "O+", "Rua Ant�nio Penha 1221", "Cachoeira do Sul", "RS", "96506-260","04123265154", "145"
"Guilherme", "Ferreira", "GuilhermeCardosoFerreira@gustr.com", "5/19/1986", "M", "A+", "Rua 4 1248", "Catal�o", "GO", "75707-310","56770289164", "895"
"Gabriela", "Pereira", "GabrielaSantosPereira@teleworm.us", "9/24/1980", "F", "A+", "Beco Tamandar� 1905", "Rio de Janeiro", "RJ", "21775-760","47697233851", "231"
"Nicolas", "Almeida", "NicolasDiasAlmeida@einrot.com", "12/26/1985", "M", "A+", "Rua Geraldo Novaes Castro 1711", "Macei�", "AL", "57063-660","57348140670", "145"
"Let�cia", "Araujo", "LeticiaCastroAraujo@dayrep.com", "7/14/1969", "F", "O+", "Rua Uganda 1425", "Tabo�o da Serra", "SP", "06756-190","33309885925", "895"
"Vit�r", "Cardoso", "VitorGomesCardoso@fleckens.hu", "4/10/1956", "M", "A+", "Rua S�o Jorge 581", "Cariacica", "ES", "29153-765","02148996592", "91"
"Rafaela", "Costa", "RafaelaSantosCosta@fleckens.hu", "1/13/1940", "F", "AB+", "Rua das Velhas 475", "Jaboat�o dos Guararapes", "PE", "54370-241","53541670002", "145"
"Luiza", "Alves", "LuizaCavalcantiAlves@cuvox.de", "7/22/2001", "F", "O+", "Rua Nove 1350", "Suzano", "SP", "08655-770","43575410771", "145"
"Ryan", "Rocha", "RyanSantosRocha@teleworm.us", "1/20/1940", "M", "B+", "Passagem Palm�cia 1102", "Guarulhos", "SP", "07230-301","05527530330", "91"
"Julieta", "Gomes", "JulietaCunhaGomes@cuvox.de", "10/5/1998", "F", "B+", "Rua Catanduvas 41", "Varginha", "MG", "37006-020","86886030906", "91"
"Evelyn", "Ribeiro", "EvelynCunhaRibeiro@armyspy.com", "12/17/1999", "F", "O+", "Estrada da Pedreira 77", "Osasco", "SP", "06026-310","36785330270", "323"
"Kaua", "Alves", "KauaOliveiraAlves@dayrep.com", "12/13/1974", "M", "AB+", "Rua Jo�o Albino Meireles 893", "Santa Rita", "PB", "58301-570","94839400873", "45"
"Julia", "Castro", "JuliaRibeiroCastro@fleckens.hu", "4/20/1945", "F", "A+", "Rua Joel Nascimento Santos 1097", "Guaruj�", "SP", "11432-140","28844041424", "122"
